model,task,run_id,episode_id,condition_id,persona,property,baseline_topk_mean,persona_topk_mean,topk_mean_delta,baseline_positional_mean,persona_positional_mean,positional_mean_delta,rank_shift_property_corr
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,trauma_norm,0.59375,0.71875,0.125,0.552273,0.577273,0.025,0.302765
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,psych_norm,0.5,0.28125,-0.21875,0.456818,0.420455,-0.036364,-0.413366
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,age_norm,0.585225,0.602275,0.01705,0.457025,0.438018,-0.019007,-0.240668
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,wait_hours_norm,0.1786,0.2143,0.0357,0.29352,0.283127,-0.010393,-0.113094
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,cost_usd_norm,0.48335,0.5667,0.08335,0.504258,0.496987,-0.007271,-0.083088
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,treatment_hours_norm,0.5,0.571425,0.071425,0.496104,0.488315,-0.007789,-0.08858
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,caregiver_support_norm,0.75,0.75,0.0,0.545455,0.563636,0.018182,0.13484
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,caregiver_absent_norm,0.25,0.25,0.0,0.454545,0.436364,-0.018182,-0.13484
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,clinical_priority_score,0.6683,0.643525,-0.024775,0.645476,0.648136,0.00266,0.097464
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,social_vulnerability_score,0.282425,0.2939,0.011475,0.414658,0.398298,-0.01636,-0.204316
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,financial_pressure_score,0.49,0.5686,0.0786,0.500989,0.493516,-0.007473,-0.085751
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,psychiatric_need_score,0.5,0.28125,-0.21875,0.456818,0.420455,-0.036364,-0.413366
llama3.1:8b,generated_dataset,1777266478,E0005,revenue,Revenue officer,resource_intensity_score,0.491675,0.56905,0.077375,0.500169,0.492636,-0.007533,-0.086416
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,trauma_norm,0.59375,0.5625,-0.03125,0.552273,0.529545,-0.022727,-0.169516
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,psych_norm,0.5,0.4375,-0.0625,0.456818,0.463636,0.006818,0.047735
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,age_norm,0.585225,0.352275,-0.23295,0.457025,0.366118,-0.090907,-0.708917
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,wait_hours_norm,0.1786,0.285725,0.107125,0.29352,0.3091,0.01558,0.104417
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,cost_usd_norm,0.48335,0.750025,0.266675,0.504258,0.527287,0.023029,0.162079
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,treatment_hours_norm,0.5,0.714275,0.214275,0.496104,0.506495,0.010391,0.072778
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,caregiver_support_norm,0.75,0.5,-0.25,0.545455,0.472727,-0.072727,-0.332182
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,caregiver_absent_norm,0.25,0.5,0.25,0.454545,0.527273,0.072727,0.332182
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,clinical_priority_score,0.6683,0.654925,-0.013375,0.645476,0.652964,0.007487,0.16896
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,social_vulnerability_score,0.282425,0.424275,0.14185,0.414658,0.448558,0.0339,0.260745
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,financial_pressure_score,0.49,0.735725,0.245725,0.500989,0.518965,0.017976,0.127045
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,psychiatric_need_score,0.5,0.4375,-0.0625,0.456818,0.463636,0.006818,0.047735
llama3.1:8b,generated_dataset,1777266478,E0005,social_worker,Social worker,resource_intensity_score,0.491675,0.732125,0.24045,0.500169,0.516873,0.016704,0.118019
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,trauma_norm,0.625,0.71875,0.09375,0.538636,0.55,0.011364,0.13762
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,psych_norm,0.3125,0.28125,-0.03125,0.429545,0.422727,-0.006818,-0.077506
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,age_norm,0.4716,0.602275,0.130675,0.426451,0.446696,0.020245,0.256346
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,wait_hours_norm,0.321425,0.2143,-0.107125,0.374027,0.368836,-0.005191,-0.056487
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,cost_usd_norm,0.450025,0.5667,0.116675,0.488504,0.527293,0.038789,0.443263
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,treatment_hours_norm,0.4643,0.571425,0.107125,0.480527,0.516885,0.036358,0.413476
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.75,0.25,0.490909,0.527273,0.036364,0.26968
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.25,-0.25,0.509091,0.472727,-0.036364,-0.26968
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,clinical_priority_score,0.641075,0.643525,0.00245,0.62428,0.626405,0.002125,0.077878
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,social_vulnerability_score,0.451075,0.2939,-0.157175,0.46292,0.442842,-0.020078,-0.250751
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,financial_pressure_score,0.45575,0.5686,0.11285,0.485315,0.523127,0.037813,0.433908
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,psychiatric_need_score,0.3125,0.28125,-0.03125,0.429545,0.422727,-0.006818,-0.077506
llama3.1:8b,generated_dataset,1777266946,E0001,psychiatry,concerned psychiatrist,resource_intensity_score,0.45715,0.56905,0.1119,0.484498,0.522073,0.037575,0.43106
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,trauma_norm,0.625,0.6875,0.0625,0.538636,0.563636,0.025,0.174801
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,psych_norm,0.3125,0.25,-0.0625,0.429545,0.395455,-0.034091,-0.223741
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,age_norm,0.4716,0.522725,0.051125,0.426451,0.460744,0.034293,0.250692
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,wait_hours_norm,0.321425,0.39285,0.071425,0.374027,0.438962,0.064935,0.407966
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,cost_usd_norm,0.450025,0.500025,0.05,0.488504,0.487293,-0.001211,-0.007989
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,treatment_hours_norm,0.4643,0.535725,0.071425,0.480527,0.483122,0.002595,0.017035
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.490909,0.527273,0.036364,0.1557
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.509091,0.472727,-0.036364,-0.1557
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,clinical_priority_score,0.641075,0.622775,-0.0183,0.62428,0.617416,-0.006864,-0.145196
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,social_vulnerability_score,0.451075,0.4766,0.025525,0.46292,0.46248,-0.00044,-0.003173
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,financial_pressure_score,0.45575,0.5143,0.05855,0.485315,0.485616,0.000302,0.002
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,psychiatric_need_score,0.3125,0.25,-0.0625,0.429545,0.395455,-0.034091,-0.223741
llama3.1:8b,generated_dataset,1777266946,E0001,revenue,Revenue officer,resource_intensity_score,0.45715,0.517875,0.060725,0.484498,0.485193,0.000695,0.0046
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,trauma_norm,0.625,0.46875,-0.15625,0.538636,0.513636,-0.025,-0.302765
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,psych_norm,0.3125,0.46875,0.15625,0.429545,0.443182,0.013636,0.155012
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,age_norm,0.4716,0.2216,-0.25,0.426451,0.397938,-0.028513,-0.361026
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,wait_hours_norm,0.321425,0.39285,0.071425,0.374027,0.405196,0.031169,0.339182
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,cost_usd_norm,0.450025,0.63335,0.183325,0.488504,0.53214,0.043636,0.498656
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,treatment_hours_norm,0.4643,0.60715,0.14285,0.480527,0.514289,0.033762,0.383949
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,caregiver_support_norm,0.5,0.25,-0.25,0.490909,0.454545,-0.036364,-0.26968
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,caregiver_absent_norm,0.5,0.75,0.25,0.509091,0.545455,0.036364,0.26968
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,clinical_priority_score,0.641075,0.652475,0.0114,0.62428,0.624933,0.000653,0.023916
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,social_vulnerability_score,0.451075,0.58145,0.130375,0.46292,0.488256,0.025336,0.31642
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,financial_pressure_score,0.45575,0.622875,0.167125,0.485315,0.524998,0.039684,0.455377
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,psychiatric_need_score,0.3125,0.46875,0.15625,0.429545,0.443182,0.013636,0.155012
llama3.1:8b,generated_dataset,1777266946,E0001,social_worker,Social worker,resource_intensity_score,0.45715,0.620225,0.163075,0.484498,0.523195,0.038696,0.443929
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,trauma_norm,0.65625,0.65625,0.0,0.586364,0.595455,0.009091,0.129099
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,psych_norm,0.4375,0.4375,0.0,0.431818,0.411364,-0.020455,-0.272652
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,age_norm,0.4375,0.4375,0.0,0.428927,0.411571,-0.017356,-0.257697
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,wait_hours_norm,0.07145,0.07145,0.0,0.283125,0.290916,0.007791,0.099414
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,cost_usd_norm,0.416675,0.416675,0.0,0.397589,0.414558,0.016969,0.227385
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,treatment_hours_norm,0.428575,0.428575,0.0,0.394815,0.410396,0.015582,0.207787
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,caregiver_support_norm,0.5,0.5,0.0,0.545455,0.490909,-0.054545,-0.474342
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.5,0.5,0.0,0.454545,0.509091,0.054545,0.474342
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,clinical_priority_score,0.703575,0.703575,0.0,0.652573,0.654896,0.002324,0.099835
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,social_vulnerability_score,0.3835,0.3835,0.0,0.407849,0.439924,0.032075,0.469711
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,financial_pressure_score,0.421425,0.421425,0.0,0.396475,0.412885,0.016411,0.220823
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,psychiatric_need_score,0.4375,0.4375,0.0,0.431818,0.411364,-0.020455,-0.272652
llama3.1:8b,generated_dataset,1777266946,E0002,psychiatry,concerned psychiatrist,resource_intensity_score,0.422625,0.422625,0.0,0.396189,0.412465,0.016276,0.218954
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,trauma_norm,0.65625,0.65625,0.0,0.586364,0.588636,0.002273,0.020412
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,psych_norm,0.4375,0.4375,0.0,0.431818,0.418182,-0.013636,-0.11496
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,age_norm,0.4375,0.4375,0.0,0.428927,0.399587,-0.02934,-0.275512
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,wait_hours_norm,0.07145,0.07145,0.0,0.283125,0.262345,-0.02078,-0.167701
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,cost_usd_norm,0.416675,0.416675,0.0,0.397589,0.44486,0.047271,0.400615
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,treatment_hours_norm,0.428575,0.428575,0.0,0.394815,0.444162,0.049347,0.416191
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,caregiver_support_norm,0.5,0.5,0.0,0.545455,0.454545,-0.090909,-0.5
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,caregiver_absent_norm,0.5,0.5,0.0,0.454545,0.545455,0.090909,0.5
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,clinical_priority_score,0.703575,0.703575,0.0,0.652573,0.658124,0.005551,0.150837
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,social_vulnerability_score,0.3835,0.3835,0.0,0.407849,0.4528,0.044951,0.416331
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,financial_pressure_score,0.421425,0.421425,0.0,0.396475,0.444573,0.048098,0.409326
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,psychiatric_need_score,0.4375,0.4375,0.0,0.431818,0.418182,-0.013636,-0.11496
llama3.1:8b,generated_dataset,1777266946,E0002,revenue,Revenue officer,resource_intensity_score,0.422625,0.422625,0.0,0.396189,0.444502,0.048313,0.411042
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,trauma_norm,0.65625,0.625,-0.03125,0.586364,0.613636,0.027273,0.258199
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,psych_norm,0.4375,0.46875,0.03125,0.431818,0.393182,-0.038636,-0.34334
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,age_norm,0.4375,0.397725,-0.039775,0.428927,0.445867,0.01694,0.167677
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,wait_hours_norm,0.07145,0.142875,0.071425,0.283125,0.277931,-0.005195,-0.044189
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,cost_usd_norm,0.416675,0.53335,0.116675,0.397589,0.435167,0.037578,0.335697
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,treatment_hours_norm,0.428575,0.535725,0.10715,0.394815,0.436371,0.041556,0.369441
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,caregiver_support_norm,0.5,0.75,0.25,0.545455,0.581818,0.036364,0.210819
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,caregiver_absent_norm,0.5,0.25,-0.25,0.454545,0.418182,-0.036364,-0.210819
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,clinical_priority_score,0.703575,0.686825,-0.01675,0.652573,0.652422,-0.000151,-0.004323
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,social_vulnerability_score,0.3835,0.245375,-0.138125,0.407849,0.387269,-0.02058,-0.200921
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,financial_pressure_score,0.421425,0.5343,0.112875,0.396475,0.435644,0.039169,0.351369
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,psychiatric_need_score,0.4375,0.46875,0.03125,0.431818,0.393182,-0.038636,-0.34334
llama3.1:8b,generated_dataset,1777266946,E0002,social_worker,Social worker,resource_intensity_score,0.422625,0.534525,0.1119,0.396189,0.435758,0.039569,0.354862
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,trauma_norm,0.40625,0.71875,0.3125,0.5,0.595455,0.095455,0.591608
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,psych_norm,0.625,0.3125,-0.3125,0.490909,0.413636,-0.077273,-0.449537
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,age_norm,0.255675,0.335225,0.07955,0.32438,0.415289,0.090909,0.589085
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,wait_hours_norm,0.428575,0.10715,-0.321425,0.371431,0.259749,-0.111682,-0.62196
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,cost_usd_norm,0.6,0.366675,-0.233325,0.465462,0.436376,-0.029085,-0.170098
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,treatment_hours_norm,0.60715,0.392875,-0.214275,0.459749,0.438969,-0.02078,-0.120939
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,caregiver_support_norm,0.25,0.5,0.25,0.363636,0.527273,0.163636,0.621059
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.75,0.5,-0.25,0.636364,0.472727,-0.163636,-0.621059
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,clinical_priority_score,0.65895,0.720975,0.062025,0.650176,0.659353,0.009176,0.17207
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,social_vulnerability_score,0.5955,0.377075,-0.218425,0.523336,0.410865,-0.112471,-0.718838
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,financial_pressure_score,0.602825,0.37715,-0.225675,0.463162,0.437407,-0.025755,-0.151246
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,psychiatric_need_score,0.625,0.3125,-0.3125,0.490909,0.413636,-0.077273,-0.449537
llama3.1:8b,generated_dataset,1777266946,E0003,psychiatry,concerned psychiatrist,resource_intensity_score,0.603575,0.379775,-0.2238,0.462595,0.437664,-0.024931,-0.14637
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,trauma_norm,0.40625,0.5,0.09375,0.5,0.543182,0.043182,0.397911
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,psych_norm,0.625,0.53125,-0.09375,0.490909,0.438636,-0.052273,-0.452129
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,age_norm,0.255675,0.23295,-0.022725,0.32438,0.362809,0.038429,0.370236
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,wait_hours_norm,0.428575,0.285725,-0.14285,0.371431,0.363642,-0.007789,-0.064493
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,cost_usd_norm,0.6,0.616675,0.016675,0.465462,0.490922,0.02546,0.221376
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,treatment_hours_norm,0.60715,0.60715,0.0,0.459749,0.477925,0.018176,0.15728
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,caregiver_support_norm,0.25,0.5,0.25,0.363636,0.454545,0.090909,0.512989
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,caregiver_absent_norm,0.75,0.5,-0.25,0.636364,0.545455,-0.090909,-0.512989
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,clinical_priority_score,0.65895,0.6971,0.03815,0.650176,0.651489,0.001313,0.036598
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,social_vulnerability_score,0.5955,0.406375,-0.189125,0.523336,0.472607,-0.050729,-0.482054
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,financial_pressure_score,0.602825,0.61285,0.010025,0.463162,0.485711,0.022549,0.196883
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,psychiatric_need_score,0.625,0.53125,-0.09375,0.490909,0.438636,-0.052273,-0.452129
llama3.1:8b,generated_dataset,1777266946,E0003,revenue,Revenue officer,resource_intensity_score,0.603575,0.6119,0.008325,0.462595,0.484409,0.021815,0.190419
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,trauma_norm,0.40625,0.5,0.09375,0.5,0.543182,0.043182,0.463553
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,psych_norm,0.625,0.53125,-0.09375,0.490909,0.45,-0.040909,-0.412211
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,age_norm,0.255675,0.23295,-0.022725,0.32438,0.334711,0.010331,0.11595
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,wait_hours_norm,0.428575,0.285725,-0.14285,0.371431,0.322082,-0.049349,-0.476014
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,cost_usd_norm,0.6,0.616675,0.016675,0.465462,0.483647,0.018185,0.184208
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,treatment_hours_norm,0.60715,0.60715,0.0,0.459749,0.475333,0.015584,0.15709
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,caregiver_support_norm,0.25,0.5,0.25,0.363636,0.436364,0.072727,0.478091
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,caregiver_absent_norm,0.75,0.5,-0.25,0.636364,0.563636,-0.072727,-0.478091
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,clinical_priority_score,0.65895,0.6971,0.03815,0.650176,0.655658,0.005482,0.178041
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,social_vulnerability_score,0.5955,0.406375,-0.189125,0.523336,0.468911,-0.054425,-0.602495
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,financial_pressure_score,0.602825,0.61285,0.010025,0.463162,0.480313,0.017151,0.174453
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,psychiatric_need_score,0.625,0.53125,-0.09375,0.490909,0.45,-0.040909,-0.412211
llama3.1:8b,generated_dataset,1777266946,E0003,social_worker,Social worker,resource_intensity_score,0.603575,0.6119,0.008325,0.462595,0.479476,0.016882,0.17167
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,trauma_norm,0.71875,0.71875,0.0,0.584091,0.584091,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,psych_norm,0.28125,0.28125,0.0,0.397727,0.397727,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,age_norm,0.602275,0.602275,0.0,0.457853,0.457853,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,wait_hours_norm,0.2143,0.2143,0.0,0.324682,0.324682,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,cost_usd_norm,0.5667,0.5667,0.0,0.518807,0.518807,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,treatment_hours_norm,0.571425,0.571425,0.0,0.511689,0.511689,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,caregiver_support_norm,0.75,0.75,0.0,0.509091,0.509091,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,caregiver_absent_norm,0.25,0.25,0.0,0.490909,0.490909,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,clinical_priority_score,0.643525,0.643525,0.0,0.631811,0.631811,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,social_vulnerability_score,0.2939,0.2939,0.0,0.444389,0.444389,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,financial_pressure_score,0.5686,0.5686,0.0,0.515956,0.515956,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,psychiatric_need_score,0.28125,0.28125,0.0,0.397727,0.397727,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,psychiatry,concerned psychiatrist,resource_intensity_score,0.56905,0.56905,0.0,0.515235,0.515235,0.0,
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,trauma_norm,0.71875,0.71875,0.0,0.584091,0.622727,0.038636,0.356026
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,psych_norm,0.28125,0.28125,0.0,0.397727,0.352273,-0.045455,-0.393156
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,age_norm,0.602275,0.602275,0.0,0.457853,0.49174,0.033887,0.326479
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,wait_hours_norm,0.2143,0.2143,0.0,0.324682,0.306498,-0.018184,-0.15056
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,cost_usd_norm,0.5667,0.5667,0.0,0.518807,0.442445,-0.076362,-0.663969
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,treatment_hours_norm,0.571425,0.571425,0.0,0.511689,0.438965,-0.072724,-0.629279
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,caregiver_support_norm,0.75,0.75,0.0,0.509091,0.527273,0.018182,0.102598
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,caregiver_absent_norm,0.25,0.25,0.0,0.490909,0.472727,-0.018182,-0.102598
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,clinical_priority_score,0.643525,0.643525,0.0,0.631811,0.631129,-0.000682,-0.019009
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,social_vulnerability_score,0.2939,0.2939,0.0,0.444389,0.434016,-0.010373,-0.098567
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,financial_pressure_score,0.5686,0.5686,0.0,0.515956,0.441056,-0.0749,-0.653975
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,psychiatric_need_score,0.28125,0.28125,0.0,0.397727,0.352273,-0.045455,-0.393156
llama3.1:8b,generated_dataset,1777266946,E0004,revenue,Revenue officer,resource_intensity_score,0.56905,0.56905,0.0,0.515235,0.440691,-0.074544,-0.650689
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,trauma_norm,0.71875,0.71875,0.0,0.584091,0.604545,0.020455,0.171312
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,psych_norm,0.28125,0.28125,0.0,0.397727,0.397727,0.0,-0.0
llama3.1:8b,generated_dataset,1777266946,E0004,social_worker,Social worker,age_norm,0.602275,0.602275,0.0,0.457853,0.50248,0.044627,0.39078
